Var1,Var2,obs,exp,n,pmr
E872,N19,0,5.42,391,0
E872,R000,0,1.54,104,0
E872,R53,0,1.2,73,0
E872,R628,0,2.14,127,0
E872,R99,0,2.2,156,0
E875,I64,0,1.07,73,0
E875,I959,0,1.96,127,0
E875,K922,0,1.29,91,0
E875,N185,0,2.23,160,0
E875,R090,0,1.22,85,0
E875,R092,0,1.1099999999999999,75,0
E876,J189,0,1.1300000000000001,72,0
E878,N179,0,1.1600000000000001,74,0
E889,I120,0,1.58,94,0
E889,J961,0,1.27,85,0
E889,N19,0,1.1,68,0
E889,N288,0,2.5,149,0
E889,N390,0,5.9,343,0
E889,R092,0,1.51,91,0
E889,R99,0,1.13,71,0
F019,F329,0,3.06,174,0
F019,G473,0,1.09,67,0
F019,G819,0,2.54,157,0
F019,I219,0,1.42,86,0
F019,I269,0,1.1400000000000001,70,0
F019,I350,0,2.14,119,0
F019,I429,0,1.35,77,0
F019,I499,0,2.12,121,0
F019,I516,0,1.95,111,0
F019,J960,0,4.18,253,0
F019,J961,0,1.6300000000000001,103,0
F019,K922,0,1.3900000000000001,79,0
F019,L899,0,1.19,73,0
F019,N179,0,2.38,145,0
F019,N183,0,1.3900000000000001,76,0
F019,N40,0,1.6300000000000001,94,0
F019,R090,0,1.66,97,0
F019,R64,0,2.3,130,0
F019,W80,0,1.6700000000000002,99,0
F03,I249,0,1.74,94,0
F03,J441,0,1.19,66,0
F03,M109,0,2.59,140,0
F03,N139,0,1.01,51,0
F059,F179,0,2.19,139,0
F059,I10,0,2.1,119,0
F059,I709,0,1,55,0
F059,J449,0,1,65,0
F059,J960,0,1.8900000000000001,117,0
F059,R628,0,1.04,60,0
F069,J189,0,1.78,107,0
F069,J449,0,1.03,68,0
F171,I120,0,1.35,106,0
F171,I219,0,1.4,126,0
F171,I500,0,5.41,419,0
F171,I509,0,1.41,119,0
F171,J440,0,1,88,0
F171,R068,0,1.07,94,0
F171,R092,0,2.03,168,0
F172,I10,0,2.77,231,0
F172,I469,0,1.38,122,0
F172,I500,0,1.01,79,0
F179,F209,0,1.86,188,0
F179,F319,0,1.72,165,0
F179,F431,0,2.36,219,0
F179,G301,0,1.16,67,0
F179,G409,0,1.2,104,0
F179,G459,0,4.38,289,0
F179,I129,0,1.01,59,0
F179,I458,0,5.43,462,0
F179,I517,0,2.89,222,0
F179,I619,0,3.66,256,0
F179,I632,0,3.88,270,0
F179,I698,0,3.26,191,0
F179,J159,0,1.8,112,0
F179,J459,0,4.13,309,0
F179,J47,0,1.08,77,0
F179,J61,0,2.53,149,0
F179,J849,0,4.8,337,0
F179,J939,0,2.98,212,0
F179,K559,0,5.59,441,0
F179,K579,0,1.07,68,0
F179,K769,0,1.82,155,0
F179,K859,0,1.18,103,0
F179,L039,0,1.49,96,0
F179,M353,0,1.04,58,0
F179,N009,0,2.31,145,0
F179,N183,0,9.38,602,0
F179,R02,0,3.74,226,0
F179,R064,0,5.63,389,0
F179,R18,0,2.38,214,0
F179,R33,0,1.07,55,0
F179,R578,0,1.52,133,0
F179,R58,0,3.52,254,0
F179,R636,0,1.44,87,0
F179,W19,0,1.87,93,0
F179,X590,0,4.26,231,0
F179,Y442,0,1.71,133,0
F179,Y86,0,1.35,96,0
F209,I500,0,1.19,98,0
F319,I48,0,1.1300000000000001,83,0
F319,I500,0,1.1099999999999999,78,0
F319,R628,0,1.12,82,0
F322,I251,0,1.03,56,0
F322,I469,0,1.24,71,0
F322,R13,0,1.2,63,0
F329,F919,0,1.12,65,0
F329,G629,0,1.23,76,0
F329,G819,0,1,65,0
F329,I250,0,1.01,63,0
F329,I499,0,2.54,156,0
F329,I509,0,3.45,212,0
F329,I709,0,2.0700000000000003,126,0
F329,I739,0,2.9699999999999998,185,0
F329,J459,0,1.37,93,0
F329,J690,0,3.61,220,0
F329,J960,0,3.58,254,0
F329,J961,0,1.27,88,0
F329,M069,0,1.03,68,0
F329,M480,0,1.18,72,0
F329,N189,0,3,178,0
F329,N390,0,4.3,254,0
F329,R092,0,4.22,270,0
F329,R634,0,1.79,97,0
F329,R64,0,2.32,139,0
F329,W80,0,1.05,62,0
F419,I120,0,2.68,151,0
F419,I509,0,1.81,105,0
F419,I64,0,1.34,79,0
F419,I739,0,1.11,68,0
F419,J189,0,1.86,109,0
F419,J690,0,1.04,63,0
F419,N390,0,1.35,80,0
F419,N40,0,1.23,67,0
F419,R092,0,1.78,109,0
F419,R522,0,1.17,78,0
F431,I469,0,1.19,90,0
F919,I120,0,1.22,64,0
F919,J690,0,1.06,59,0
F919,J960,0,1.03,58,0
F919,N390,0,1.31,75,0
F919,R53,0,1.11,61,0
G20,R64,0,1.4100000000000001,88,0
G301,I500,0,2.24,121,0
G301,J969,0,1.04,57,0
G309,I461,0,1.54,85,0
G309,J841,0,1.1400000000000001,63,0
G309,K566,0,1,58,0
G309,N288,0,1.51,90,0
G309,R000,0,1.09,63,0
G309,R02,0,1.23,65,0
G311,I469,0,2.06,105,0
G318,R13,0,1.68,118,0
G35,I469,0,1.44,137,0
G409,I251,0,1.19,86,0
G459,I509,0,1.85,106,0
G459,I639,0,1.06,65,0
G459,I679,0,1.06,58,0
G459,J189,0,1.47,85,0
G459,J690,0,1.3900000000000001,77,0
G459,J960,0,1.54,96,0
G459,K219,0,1.44,85,0
G473,G931,0,1.05,101,0
G473,I219,0,2.94,255,0
G473,I255,0,2.38,183,0
G473,I350,0,2.91,200,0
G473,I429,0,2.15,172,0
G473,I499,0,2.42,201,0
G473,I518,0,1,77,0
G473,I709,0,1.71,130,0
G473,I802,0,1.55,124,0
G473,J439,0,1.02,84,0
G473,J440,0,1.81,140,0
G473,K922,0,1.34,98,0
G473,M199,0,1.79,120,0
G473,N179,0,3.59,296,0
G473,N185,0,1.1400000000000001,97,0
G473,N288,0,1.74,136,0
G473,N40,0,1.35,85,0
G473,R068,0,4.84,377,0
G473,R090,0,5,403,0
G473,R570,0,1.26,108,0
G473,R99,0,1.1,87,0
G629,I739,0,1.64,96,0
G629,J960,0,1.08,69,0
G629,K219,0,1.19,75,0
G629,R13,0,1.11,63,0
G819,I709,0,1.02,64,0
G819,I739,0,1.1600000000000001,73,0
G819,J960,0,2.31,151,0
G819,N390,0,1.96,120,0
G819,R092,0,1.76,110,0
G819,R470,0,2.6500000000000004,148,0
G819,R53,0,1.53,92,0
G819,R568,0,1.72,113,0
G819,R628,0,3.58,221,0
G931,I219,0,2.24,186,0
G931,I255,0,1.68,132,0
G931,I472,0,1.23,95,0
G931,I490,0,3.52,301,0
G931,I509,0,2.8200000000000003,219,0
G931,I739,0,1.25,102,0
G931,I959,0,1.15,87,0
G931,J81,0,1.01,76,0
G931,K922,0,1.27,103,0
G931,N179,0,5.82,481,0
G931,N185,0,2.24,200,0
G931,N189,0,2.17,169,0
G931,N19,0,1.51,123,0
G931,N288,0,2.54,204,0
G931,N390,0,1.57,124,0
G931,R13,0,1.51,102,0
G931,R568,0,2.71,232,0
G931,R570,0,5.24,440,0
G931,R579,0,2.61,219,0
G934,I120,0,3.67,242,0
G934,I255,0,1,68,0
G934,I639,0,1.01,73,0
G934,I694,0,1.21,81,0
G934,I739,0,1.11,81,0
G934,I802,0,1.04,76,0
G934,J440,0,1.02,78,0
G934,J81,0,1.06,68,0
G934,J961,0,2.5,188,0
G934,K219,0,1.19,75,0
G934,K746,0,1.6500000000000001,152,0
G934,K922,0,2.45,171,0
G934,R068,0,2.64,188,0
G934,R092,0,3.12,209,0
G936,J969,0,1.3900000000000001,107,0
H353,I469,0,1.14,59,0
H409,M199,0,1.4,73,0
H919,I500,0,1.09,54,0
I059,I469,0,1.08,83,0
I080,I272,0,1.01,62,0
I080,I469,0,1.15,71,0
I10,I120,0,4.74,319,0
I10,I131,0,1.76,118,0
I10,I498,0,1.28,70,0
I10,I501,0,1.42,75,0
I10,I629,0,2.78,176,0
I10,J441,0,3.0700000000000003,185,0
I10,J61,0,1.4100000000000001,80,0
I10,K567,0,1.02,59,0
I10,K631,0,1.75,93,0
I10,N009,0,2.03,122,0
I10,N185,0,1.98,158,0
I10,T931,0,1.1300000000000001,60,0
I110,I120,0,3.6799999999999997,211,0
I110,I469,0,4.55,295,0
I110,I509,0,1.95,119,0
I119,I461,0,1.04,83,0
I119,W19,0,5.08,253,0
I120,I214,0,2.0300000000000002,128,0
I120,I461,0,1.6800000000000002,111,0
I120,I490,0,1.2,91,0
I120,I517,0,1.51,95,0
I120,I632,0,1.6,97,0
I120,I672,0,1.55,88,0
I120,I679,0,5.48,332,0
I120,I700,0,1.37,76,0
I120,I99,0,1.85,115,0
I120,K219,0,8.03,483,0
I120,M109,0,3.64,207,0
I120,N185,0,1.92,142,0
I120,N40,0,4.97,278,0
I120,R000,0,1.38,81,0
I120,R001,0,1.58,88,0
I120,R060,0,1.31,76,0
I120,R634,0,1.2,65,0
I120,R99,0,4.62,290,0
I120,W19,0,1.19,59,0
I120,X590,0,1.01,53,0
I129,I48,0,1.73,93,0
I129,I500,0,2.28,123,0
I131,I469,0,2.8000000000000003,178,0
I131,I509,0,2.53,157,0
I209,I251,0,1,57,0
I214,I429,0,1.01,70,0
I214,I739,0,1.36,103,0
I214,J440,0,1.04,77,0
I214,J81,0,1.1800000000000002,70,0
I214,J961,0,1.64,120,0
I214,K922,0,2.2800000000000002,155,0
I214,N179,0,9.01,603,0
I214,N185,0,1.11,89,0
I214,R068,0,1.26,88,0
I214,R090,0,2.21,155,0
I214,R092,0,1.71,115,0
I214,R13,0,2,122,0
I214,R579,0,1.45,109,0
I214,R628,0,1.3,76,0
I219,I259,0,2.02,142,0
I219,I429,0,2.92,219,0
I219,I472,0,1.22,91,0
I219,I490,0,1.55,119,0
I219,J439,0,1.04,81,0
I219,J841,0,1.29,86,0
I219,J961,0,2.82,212,0
I219,K219,0,1.6,106,0
I219,N183,0,1.03,62,0
I219,W80,0,1.35,85,0
I249,I469,0,3.71,227,0
I249,I48,0,2.1999999999999997,129,0
I249,R570,0,1.04,68,0
I251,I351,0,1.07,56,0
I251,I698,0,3.53,198,0
I251,J159,0,1.67,92,0
I251,J80,0,2.93,240,0
I251,K579,0,1.28,74,0
I251,K729,0,3.82,334,0
I251,L039,0,1.31,78,0
I251,M869,0,2.21,153,0
I251,R58,0,2.45,160,0
I251,X590,0,4.11,219,0
I255,I340,0,2.04,138,0
I255,I461,0,1.43,109,0
I255,I490,0,3.18,254,0
I255,I518,0,1.36,92,0
I255,I679,0,1.7,109,0
I255,I709,0,3.06,199,0
I255,I739,0,5.57,396,0
I255,I959,0,1.13,75,0
I255,J440,0,1,72,0
I255,J690,0,2.91,183,0
I255,J841,0,1.1199999999999999,74,0
I255,J90,0,1.35,80,0
I255,J961,0,2.7,184,0
I255,K922,0,2.04,144,0
I255,N179,0,8.19,577,0
I255,N183,0,1.74,106,0
I255,N288,0,2.64,179,0
I255,R068,0,1.01,69,0
I255,R092,0,2.36,157,0
I255,R570,0,8.97,703,0
I255,R688,0,3.21,232,0
I255,R99,0,1.24,82,0
I258,I469,0,5.77,386,0
I259,N179,0,1.46,97,0
I259,R090,0,1.02,65,0
I259,R092,0,1.49,97,0
I259,R13,0,1.61,92,0
I259,R688,0,1.06,67,0
I269,I709,0,1.4,96,0
I269,K566,0,1.15,78,0
I269,K922,0,5.28,379,0
I269,N19,0,1.6400000000000001,133,0
I269,R068,0,1.56,115,0
I269,R58,0,1,71,0
I272,J440,0,1.95,134,0
I272,J81,0,1.79,112,0
I272,M069,0,1.34,97,0
I272,R000,0,1.03,67,0
I272,R068,0,3.31,234,0
I272,R13,0,2.76,157,0
I272,R53,0,1.8900000000000001,120,0
I279,I469,0,1.78,119,0
I279,I509,0,1.67,104,0
I340,I469,0,4.84,319,0
I340,J960,0,1.87,127,0
I340,J969,0,2.77,183,0
I340,R570,0,2.08,160,0
I350,I472,0,1.1800000000000002,71,0
I350,I490,0,1,70,0
I350,J841,0,1.44,81,0
I350,J90,0,2.0900000000000003,116,0
I350,N183,0,1.94,105,0
I350,N185,0,2.58,188,0
I350,N40,0,1.05,56,0
I350,R000,0,1.1400000000000001,62,0
I350,R090,0,3.18,189,0
I350,R579,0,1.05,72,0
I350,W80,0,1.55,87,0
I359,J960,0,1.88,129,0
I359,N179,0,1.11,76,0
I38,I429,0,2,130,0
I38,I739,0,1.3,85,0
I38,J961,0,1.1,74,0
I38,N179,0,1.67,112,0
I38,N19,0,1.35,89,0
I38,N390,0,1.26,75,0
I38,R092,0,1.04,67,0
I38,R688,0,1.49,107,0
I429,I469,0,33.43,2358,0
I429,I472,0,1.96,149,0
I429,I495,0,1.02,56,0
I429,I518,0,1.05,71,0
I429,I679,0,1.12,71,0
I429,J81,0,1.04,69,0
I429,J90,0,1.79,112,0
I429,J961,0,2.42,168,0
I429,K746,0,1.37,113,0
I429,K922,0,1.97,136,0
I429,N183,0,1.11,64,0
I429,R090,0,2.1,149,0
I429,R579,0,1.3800000000000001,109,0
I442,I509,0,1.24,68,0
I442,J960,0,1.49,84,0
I442,N179,0,1.09,61,0
I458,I48,0,3.75,262,0
I458,J449,0,2.08,176,0
I458,J690,0,1.25,95,0
I458,N179,0,1.91,147,0
I458,N185,0,1.08,101,0
I458,N189,0,1.2,87,0
I458,N288,0,1.22,88,0
I458,R570,0,2.37,189,0
I459,I469,0,1.74,98,0
I459,I500,0,1.52,81,0
I461,I469,0,2.2800000000000002,163,0
I461,I48,0,7.13,462,0
I461,I509,0,1.5,106,0
I461,I64,0,1.34,96,0
I461,I709,0,1.5,106,0
I461,N189,0,1.48,89,0
I461,R54,0,1.33,70,0
I469,I471,0,2.02,118,0
I469,I517,0,3.64,239,0
I469,I518,0,5.31,363,0
I469,I629,0,1.51,91,0
I469,I632,0,3.29,214,0
I469,I679,0,12.06,749,0
I469,I693,0,1.87,117,0
I469,I698,0,2.9899999999999998,168,0
I469,I714,0,5.69,338,0
I469,I719,0,1.8,108,0
I469,J159,0,3.56,211,0
I469,J181,0,1.09,58,0
I469,J441,0,2.94,180,0
I469,J448,0,3.14,223,0
I469,J459,0,9.08,611,0
I469,J47,0,1.1199999999999999,68,0
I469,J80,0,5.49,469,0
I469,J939,0,2.4,157,0
I469,J981,0,1.22,76,0
I469,K566,0,9.73,580,0
I469,K579,0,1.6199999999999999,95,0
I469,K590,0,1.05,59,0
I469,K631,0,1.96,104,0
I469,K729,0,8.23,767,0
I469,K769,0,2.56,199,0
I469,K859,0,1.71,118,0
I469,L031,0,1.85,109,0
I469,L039,0,2.36,147,0
I469,L089,0,1.21,80,0
I469,L893,0,1.1400000000000001,67,0
I469,M109,0,3.45,196,0
I469,M259,0,1.46,91,0
I469,M353,0,1.27,70,0
I469,N009,0,2.29,136,0
I469,N289,0,5.44,369,0
I469,N40,0,10.440000000000001,601,0
I469,R02,0,3.37,192,0
I469,R064,0,2.16,141,0
I469,R18,0,3.0700000000000003,258,0
I469,R31,0,1.2,63,0
I469,R470,0,1.82,109,0
I469,R522,0,3.5700000000000003,261,0
I469,R570,0,44.96,3469,0
I469,R571,0,1.44,94,0
I469,R578,0,3.13,235,0
I469,R58,0,6.12,422,0
I469,R609,0,1.04,57,0
I469,R634,0,6.78,373,0
I469,T828,0,2.58,179,0
I469,W19,0,3.72,185,0
I469,X590,0,5.51,299,0
I469,X599,0,1.17,78,0
I471,J969,0,1.05,62,0
I472,J960,0,3.69,264,0
I472,N185,0,1.22,97,0
I472,N288,0,1.24,83,0
I472,R570,0,3.74,300,0
I48,I700,0,2.2800000000000002,125,0
I48,J441,0,4.28,258,0
I48,K631,0,1.6,85,0
I48,N139,0,1.03,52,0
I48,R636,0,2.84,147,0
I48,X590,0,6.3100000000000005,339,0
I490,I509,0,1.97,152,0
I490,I64,0,1.04,79,0
I490,J189,0,1.45,107,0
I490,J960,0,2.98,236,0
I490,J969,0,2.33,185,0
I490,N179,0,1.83,144,0
I490,N185,0,1.04,89,0
I490,N189,0,1.08,82,0
I490,R090,0,1.1300000000000001,80,0
I490,R570,0,3.6,299,0
I495,I509,0,3.51,197,0
I495,J189,0,2.13,118,0
I495,J960,0,2.27,130,0
I495,N179,0,1.54,86,0
I495,R001,0,1.2,66,0
I495,R13,0,1.66,89,0
I495,R628,0,2,108,0
I499,I679,0,1.54,93,0
I499,I694,0,2.18,142,0
I499,J189,0,6.07,386,0
I499,J690,0,4.08,263,0
I499,J90,0,1.17,70,0
I499,K922,0,1.94,129,0
I499,N185,0,2.62,212,0
I499,N288,0,1.47,92,0
I499,N40,0,1.32,77,0
I499,R060,0,1.19,68,0
I499,R092,0,6.02,413,0
I499,R13,0,7.15,425,0
I499,R570,0,2.0100000000000002,144,0
I499,R630,0,1.35,72,0
I499,R99,0,2.04,147,0
I500,I693,0,1.2,73,0
I500,I698,0,2.81,155,0
I500,J441,0,5.32,316,0
I500,J47,0,1.17,67,0
I500,J80,0,3.2,245,0
I500,J981,0,1.16,70,0
I500,K559,0,3.11,200,0
I500,K566,0,4.9,286,0
I500,N139,0,1.12,55,0
I500,R11,0,1.21,68,0
I500,R636,0,2.42,127,0
I500,R798,0,1.12,63,0
I500,T828,0,2.21,143,0
I500,X590,0,5.58,296,0
I501,J969,0,1.22,65,0
I509,I516,0,1.98,128,0
I509,I672,0,1.09,59,0
I509,I714,0,1.42,80,0
I509,I99,0,1.69,110,0
I509,J439,0,3.2399999999999998,227,0
I509,J80,0,1.55,125,0
I509,K219,0,3.1999999999999997,192,0
I509,K559,0,1.28,85,0
I509,K729,0,2.2800000000000002,195,0
I509,K922,0,8.67,563,0
I509,L039,0,1.01,58,0
I509,M069,0,2.84,186,0
I509,N009,0,1.77,104,0
I509,N288,0,11.73,771,0
I509,N40,0,2.19,123,0
I509,R060,0,2.12,121,0
I509,R064,0,1.47,97,0
I509,R58,0,1.08,71,0
I509,R630,0,1.92,103,0
I509,R64,0,2.29,133,0
I509,R91,0,1.7,104,0
I509,W19,0,1.04,52,0
I509,X590,0,1.45,78,0
I516,J690,0,1.1,63,0
I516,J960,0,1.12,77,0
I516,R092,0,1.87,117,0
I516,R13,0,1.52,86,0
I518,I64,0,1.46,89,0
I518,J960,0,2.6,174,0
I518,J961,0,1.17,76,0
I518,J969,0,2.92,194,0
I518,N179,0,1.8800000000000001,127,0
I518,N189,0,2.13,128,0
I518,R092,0,1.18,78,0
I518,R570,0,1.28,93,0
I518,R628,0,1.1400000000000001,65,0
I519,I709,0,1.17,73,0
I519,I739,0,1.17,79,0
I519,N179,0,1.05,67,0
I519,N189,0,1.76,108,0
I519,N289,0,1.1300000000000001,71,0
I519,R13,0,1.29,75,0
I519,R53,0,1.44,83,0
I519,Y831,0,1.5,87,0
I619,I639,0,2.22,149,0
I619,J189,0,1.11,74,0
I619,J690,0,1.02,67,0
I619,R568,0,1.26,88,0
I620,J969,0,1.15,75,0
I629,Y442,0,1.33,82,0
I639,I739,0,1.1500000000000001,75,0
I639,R090,0,1.37,90,0
I64,J841,0,1.37,85,0
I64,K566,0,1.44,83,0
I64,M480,0,1.1500000000000001,71,0
I64,N183,0,1.8599999999999999,112,0
I64,N288,0,4.26,285,0
I64,R001,0,1.16,71,0
I672,I694,0,1.4300000000000002,82,0
I672,J189,0,1.27,75,0
I672,J690,0,2.25,131,0
I672,N390,0,1.01,57,0
I672,R092,0,1.49,84,0
I672,R628,0,3.96,223,0
I679,I709,0,2.87,173,0
I679,J961,0,1.31,85,0
I679,M199,0,1.05,58,0
I694,J961,0,2.07,144,0
I694,K219,0,1.32,80,0
I694,L899,0,1.24,87,0
I694,N288,0,1.23,79,0
I694,N390,0,5.3100000000000005,324,0
I694,R64,0,1.6,99,0
I694,R99,0,1.71,115,0
I698,I709,0,1.34,71,0
I698,N189,0,1.01,55,0
I698,R13,0,2.12,115,0
I698,R53,0,1.23,68,0
I709,I714,0,1.56,92,0
I709,I99,0,1.31,83,0
I709,J960,0,4.28,282,0
I709,J961,0,1.46,94,0
I709,J969,0,7.890000000000001,504,0
I709,K219,0,1.59,95,0
I709,K559,0,1.3499999999999999,96,0
I709,K922,0,1.48,98,0
I709,M069,0,1.3900000000000001,91,0
I709,N185,0,2.41,176,0
I709,N40,0,1.04,59,0
I709,R090,0,2.22,145,0
I709,R13,0,4.96,289,0
I709,R568,0,1.72,121,0
I709,R570,0,2.45,181,0
I709,R579,0,1.73,116,0
I709,R64,0,1.21,69,0
I709,R99,0,1.92,117,0
I714,I739,0,2.73,163,0
I714,N189,0,1.44,83,0
I714,R092,0,1.02,59,0
I714,R628,0,1.09,61,0
I739,I99,0,2.78,181,0
I739,J81,0,1.12,70,0
I739,J841,0,1.08,69,0
I739,J90,0,1.43,86,0
I739,K559,0,1.7,117,0
I739,K746,0,1.1500000000000001,95,0
I739,K922,0,3.95,269,0
I739,L031,0,1.1300000000000001,67,0
I739,L899,0,2.44,161,0
I739,M869,0,1.67,111,0
I739,N184,0,1.05,59,0
I739,N19,0,3.4299999999999997,241,0
I739,N288,0,2.62,173,0
I739,N289,0,1.1300000000000001,77,0
I739,N390,0,4.57,292,0
I739,N40,0,1.98,115,0
I739,R570,0,4.21,321,0
I739,R579,0,1.72,140,0
I739,R630,0,1.06,57,0
I739,R64,0,2.5,146,0
I739,W80,0,1.67,107,0
I802,J90,0,1.86,124,0
I802,J961,0,1.84,132,0
I802,M199,0,1.6600000000000001,103,0
I802,N185,0,1.05,85,0
I802,N19,0,1.73,127,0
I802,R068,0,1.02,73,0
I802,R54,0,1.53,79,0
I959,J90,0,1.34,92,0
I959,J961,0,1.63,118,0
I959,N185,0,3.36,275,0
I959,R068,0,1.42,102,0
I959,R090,0,5.52,376,0
I959,R13,0,2.14,123,0
I959,R58,0,1.35,86,0
I959,R628,0,3.08,182,0
I959,R64,0,1.08,66,0
I959,R99,0,2.33,161,0
I99,J960,0,2.06,137,0
I99,N179,0,1.52,102,0
I99,N189,0,1.48,91,0
I99,R13,0,1.45,84,0
J152,J960,0,1.58,118,0
J152,J969,0,1.1300000000000001,79,0
J159,R090,0,1.2,72,0
J189,J984,0,2.45,171,0
J189,K559,0,1.09,76,0
J189,N289,0,1.8800000000000001,121,0
J189,R418,0,1.59,93,0
J189,R470,0,1.1,62,0
J189,W19,0,1.4300000000000002,71,0
J439,J841,0,1.49,110,0
J439,J969,0,6.529999999999999,492,0
J439,N179,0,1.76,127,0
J439,R092,0,1.49,112,0
J439,R13,0,1.39,85,0
J439,R628,0,1.34,80,0
J440,J841,0,1.75,124,0
J440,K922,0,1.4000000000000001,104,0
J440,R068,0,3.56,257,0
J440,R092,0,2.96,210,0
J440,R13,0,3.38,214,0
J440,R99,0,1.14,82,0
J441,J960,0,8.87,539,0
J441,N179,0,1.33,79,0
J441,R068,0,2.28,147,0
J449,K566,0,3.06,195,0
J449,M628,0,1.09,74,0
J449,R02,0,1.33,82,0
J449,R470,0,1.04,58,0
J449,R58,0,1.62,111,0
J449,R636,0,1.29,73,0
J459,J690,0,1.71,103,0
J459,J960,0,3.05,210,0
J459,N390,0,1.2,76,0
J459,R092,0,1.6,111,0
J459,R13,0,1.97,114,0
J61,J969,0,1.07,62,0
J690,J841,0,2.11,135,0
J690,K566,0,4.78,285,0
J690,K729,0,1.31,121,0
J690,K746,0,1.86,149,0
J690,L899,0,3.51,234,0
J690,N183,0,1.86,105,0
J690,R060,0,1.4100000000000001,79,0
J690,R418,0,1.26,79,0
J690,R570,0,3.2,234,0
J690,R579,0,2.3,169,0
J690,R64,0,3.09,194,0
J690,X590,0,2.0300000000000002,108,0
J80,J960,0,8.040000000000001,687,0
J80,N288,0,2,176,0
J80,R090,0,1.96,164,0
J80,R570,0,1.01,88,0
J81,J90,0,2.84,171,0
J81,K922,0,1.37,88,0
J81,N185,0,1.63,113,0
J81,N19,0,2.11,140,0
J81,R000,0,2.29,140,0
J81,R068,0,1.73,111,0
J81,R13,0,1.4,81,0
J81,R53,0,1.34,79,0
J81,R54,0,1.1500000000000001,60,0
J81,R570,0,3.5700000000000003,236,0
J81,R99,0,1.21,79,0
J841,J961,0,6.62,445,0
J841,N179,0,1.49,103,0
J841,R092,0,2.65,180,0
J841,R13,0,2,120,0
J849,J960,0,4.5600000000000005,322,0
J849,J961,0,2.61,182,0
J849,R090,0,1.33,91,0
J90,J984,0,1.06,67,0
J90,K746,0,1.2,92,0
J90,N185,0,2.16,153,0
J90,R000,0,2.32,148,0
J90,R060,0,1.11,64,0
J90,R13,0,3.52,208,0
J90,R18,0,1.25,93,0
J90,R570,0,1.19,81,0
J939,J969,0,2.93,192,0
J960,J984,0,5.26,397,0
J960,K566,0,5.99,364,0
J960,K567,0,1.23,78,0
J960,K631,0,1.24,67,0
J960,K729,0,3.5300000000000002,345,0
J960,K769,0,1.09,92,0
J960,L039,0,1.25,73,0
J960,L899,0,3.77,270,0
J960,M069,0,3.88,303,0
J960,M109,0,1.06,60,0
J960,M480,0,1.09,68,0
J960,N40,0,2.87,166,0
J960,R064,0,2.52,166,0
J960,R18,0,1.42,129,0
J960,R522,0,1.4100000000000001,112,0
J960,R578,0,1.42,117,0
J960,R58,0,2.83,196,0
J960,R630,0,1.03,58,0
J960,R634,0,1.44,79,0
J960,R798,0,1,56,0
J960,W19,0,1.09,54,0
J960,X590,0,2.36,130,0
J960,Y831,0,1.43,92,0
J961,J969,0,9.04,645,0
J961,J984,0,3.0500000000000003,218,0
J961,K219,0,1.61,111,0
J961,K746,0,1.38,118,0
J961,K922,0,3.16,221,0
J961,L899,0,1.1300000000000001,85,0
J961,M069,0,1.68,123,0
J961,N183,0,2.43,150,0
J961,N184,0,1.48,87,0
J961,N40,0,1.01,57,0
J961,R064,0,1.06,72,0
J961,R13,0,8.02,518,0
J961,R54,0,1.84,101,0
J961,R568,0,1.58,125,0
J961,R570,0,1.8900000000000001,144,0
J961,R579,0,1.62,132,0
J961,R91,0,1.86,115,0
J961,R99,0,3.02,209,0
J969,K219,0,6.08,402,0
J969,K559,0,2.99,226,0
J969,K631,0,1.36,74,0
J969,K769,0,1.1300000000000001,92,0
J969,L039,0,1.3900000000000001,84,0
J969,M109,0,1.22,72,0
J969,M139,0,1.28,79,0
J969,M869,0,1.29,92,0
J969,R18,0,1.8299999999999998,154,0
J969,R634,0,1.8900000000000001,105,0
J969,R64,0,6.41,413,0
J969,T828,0,1.25,86,0
J969,W19,0,1.94,97,0
J969,X590,0,3.34,182,0
J984,N179,0,1.23,87,0
J984,R068,0,1.41,105,0
J984,R090,0,2.75,198,0
J984,R13,0,1.42,85,0
J984,R628,0,2.22,138,0
K219,M480,0,1.04,61,0
K219,N179,0,1.96,120,0
K219,N189,0,2.22,130,0
K219,R090,0,1.95,131,0
K219,R092,0,3.45,221,0
K219,R522,0,1.22,73,0
K219,R64,0,1.49,88,0
K219,R99,0,1.11,68,0
K219,W80,0,1.46,91,0
K559,K566,0,1.85,113,0
K559,K922,0,1.85,121,0
K559,N179,0,2.92,208,0
K559,N189,0,1.04,68,0
K559,N19,0,1.1500000000000001,81,0
K559,N288,0,1.25,85,0
K559,R570,0,1.02,71,0
K559,R579,0,1.8800000000000001,133,0
K566,K631,0,1.13,60,0
K566,N189,0,2.0700000000000003,117,0
K566,N19,0,1.37,87,0
K566,N288,0,2,117,0
K566,N390,0,1.97,114,0
K566,R090,0,1.39,81,0
K566,R092,0,1.8699999999999999,115,0
K566,R13,0,1.06,59,0
K566,R628,0,1.48,88,0
K566,W80,0,1.39,83,0
K729,N185,0,1.06,108,0
K729,N19,0,7.09,655,0
K729,N288,0,1.3,117,0
K729,R570,0,1.01,94,0
K729,R99,0,1.4,120,0
K746,N185,0,3.16,289,0
K746,N288,0,2.2,189,0
K746,R090,0,1.36,118,0
K746,R092,0,2.46,207,0
K746,R570,0,1.19,107,0
K859,N179,0,1.52,103,0
K922,N184,0,1.12,62,0
K922,R068,0,1.78,126,0
